0,0,19
1,1,1
1,22,3
1,29,1
1,31,1
1,51,1
1,89,1
1,271,2
1,291,1
1,3496,1
1,9573,1
1,10931,1
2,2,5460
2,102,203
3,3,1
3,70,1
3,283,1
3,1386,1
3,3004,15
3,3630,1
3,3641,1
3,4565,2
3,6078,3
4,4,1
4,37,1
4,53,1
4,110,1
4,116,1
4,152,1
4,244,1
4,272,1
4,281,1
4,309,2
4,512,1
4,514,1
4,2179,1
4,2605,1
4,2894,1
4,3759,4
4,4128,1
4,4461,1
4,4564,2
4,5514,1
4,5729,1
4,7272,1
4,8280,1
4,8896,1
4,9739,1
5,5,5
5,95,1
5,102,2
5,112,1
5,151,1
5,355,1
5,377,1
5,503,1
5,860,1
5,902,2
5,1017,1
5,1525,1
5,1743,1
5,1896,5
5,2237,1
5,2269,2
5,2449,2
5,4355,1
5,5146,1
5,5332,2
5,5776,1
5,6894,2
5,8185,1
5,8791,1
6,6,3459
7,7,1
7,19,3
7,22,1
7,32,1
7,57,2
7,110,15
7,204,1
7,394,2
7,481,1
7,1393,1
7,1658,2
7,2102,1
7,2116,1
7,2259,1
7,2263,1
7,2284,1
7,2371,1
7,2559,1
7,2859,1
7,3207,1
7,3511,3
7,4292,1
7,6505,1
7,6766,1
7,7120,1
7,7222,2
8,8,1
8,29,4
8,170,3
8,244,1
8,354,1
8,438,1
8,944,1
8,974,1
8,1125,2
8,3939,1
8,5859,1
8,6135,1
8,7141,1
8,8013,1
9,9,1
9,19,1
9,22,1
9,29,1
9,32,1
9,37,5
9,58,1
9,72,16
9,89,1
9,99,3
9,112,1
9,147,1
9,152,1
9,265,2
9,283,1
9,291,1
9,334,1
9,354,1
9,384,4
9,394,1
9,457,25
9,596,24
9,704,1
9,774,1
9,804,21
9,844,1
9,902,19
9,1115,8
9,1258,1
9,1408,1
9,1498,1
9,1586,1
9,1884,1
9,1906,1
9,2200,2
9,2260,3
9,2340,1
9,2684,1
9,2724,4
9,2829,1
9,2847,1
9,3063,1
9,3366,5
9,4475,1
9,5313,1
9,6815,1
9,6905,1
9,7068,7
9,8192,1
9,10043,1
10,10,2
10,66,1
10,834,1
10,3948,7
10,5669,6
10,6686,1
10,6836,1
10,10201,5
11,11,1
11,170,1
11,717,1
11,1024,1
11,1124,1
11,1390,1
11,2202,1
11,4986,1
11,6441,1
11,7060,1
11,7416,1
12,12,4
12,102,1
12,134,1
12,1880,1
12,1969,1
12,2376,1
12,2645,1
12,3866,3
12,6467,1
12,8086,1
13,13,1
13,81,5
13,82,18
14,14,1
14,52,7
14,100,3
14,4209,1
15,15,1
15,22,1
15,37,6
15,56,3
15,257,5
15,945,2
15,1938,1
15,7067,1
16,16,13
16,57,1
16,99,1
16,291,1
16,941,30
16,1142,4
16,4349,1
17,5,1
17,17,3
17,29,2
17,32,1
17,69,1
17,112,1
17,334,2
17,394,2
17,414,1
17,860,1
17,1258,1
17,1354,2
17,9202,1
18,5,1
18,18,1
18,44,1
18,53,1
18,61,2
18,76,2
18,107,1
18,152,1
18,170,5
18,203,5
18,266,1
18,309,2
18,394,4
18,396,1
18,455,1
18,465,1
18,476,1
18,524,1
18,550,6
18,618,2
18,685,1
18,694,2
18,1262,1
18,1301,1
18,1502,1
18,1577,1
18,1801,2
18,1823,2
18,1997,1
18,2311,1
18,2959,1
18,7737,3
18,8009,1
18,8758,1
19,19,8
19,22,5
19,29,4
19,50,2
19,69,9
19,112,1
19,134,3
19,135,1
19,152,3
19,268,1
19,283,4
19,320,1
19,394,3
19,414,1
19,438,1
19,462,2
19,516,1
19,550,1
19,635,1
19,656,2
19,712,5
19,853,2
19,976,1
19,1009,1
19,1929,2
19,2260,3
19,3034,1
19,3116,1
19,5092,2
19,5098,1
19,5506,1
19,5682,1
19,6235,1
19,8267,1
20,20,65
20,132,176
20,454,1
20,503,1
20,724,40
20,930,44
20,1425,2
20,1663,2
20,1690,2
20,2183,1
20,2225,3
20,2375,1
20,3294,1
20,3307,1
20,3573,1
20,3577,1
20,4171,12
20,4367,4
20,4424,1
20,4932,5
20,4934,2
20,4944,3
20,4954,1
21,21,1
21,22,1
21,69,1
21,269,1
21,271,13
21,282,1
21,516,1
21,761,2
21,921,1
21,1148,1
21,1224,1
21,1276,3
21,1345,1
21,1469,1
21,1884,1
21,2849,1
21,2865,1
21,3166,1
22,22,1
22,186,2
22,265,4
22,326,1
22,396,1
22,420,1
22,704,1
22,1125,1
22,1208,1
22,1721,1
22,1884,1
22,7816,1
23,23,24
23,1488,1
23,3240,1
24,24,24
24,99,2
24,265,3
24,770,1
24,860,2
24,1029,1
24,1069,1
24,1408,1
24,1617,3
24,1904,1
24,2260,1
24,3038,1
24,3275,1
24,3538,1
24,3746,1
24,6079,1
24,7377,1
24,7449,2
24,8934,1
24,9914,1
25,18,1
25,22,2
25,35,1
25,42,4
25,76,1
25,102,1
25,170,1
25,203,2
25,209,2
25,266,1
25,283,1
25,394,1
25,455,3
25,694,3
25,1126,1
25,1262,1
25,1393,1
25,1456,1
25,1562,1
25,1801,10
25,1997,1
25,2959,1
25,3706,1
25,6324,1
25,6956,1
25,7425,1
25,8009,3
25,9885,1
26,22,1
26,25,13
26,53,1
26,61,1
26,291,1
26,331,1
26,500,1
26,841,1
26,2267,1
26,4293,1
26,4336,1
26,4791,1
26,5142,1
26,6272,4
27,2,2
27,22,2
27,26,2
27,32,3
27,69,1
27,89,1
27,107,1
27,134,2
27,170,4
27,273,2
27,394,1
27,438,1
27,694,1
27,730,1
27,787,3
27,1213,1
27,1681,1
27,1735,3
27,1999,1
27,2139,1
27,3419,2
27,3457,2
27,3641,2
27,3958,1
27,4631,1
27,4792,1
27,6245,1
27,6938,1
27,7486,1
27,7605,1
27,8353,1
27,8564,1
28,22,1
28,1252,7
28,2301,5
28,4222,1
28,6135,1
29,2,1
29,27,234
29,37,2
29,108,1
29,112,4
29,296,111
29,333,8
29,460,1
29,555,1
29,579,28
29,859,2
29,872,2
29,2008,8
29,2211,9
29,2481,1
29,2771,1
29,3100,5
29,3245,1
29,3274,2
29,4635,10
29,4819,1
29,5450,4
29,7068,2
29,7137,38
29,7140,1
29,7194,1
30,28,821
31,29,1
31,51,1
31,381,1
31,578,1
31,673,1
32,30,16
32,37,2
32,72,1
32,265,1
33,19,2
33,22,8
33,29,2
33,31,4
33,37,2
33,99,1
33,166,1
33,834,1
33,868,1
33,960,1
33,1311,2
33,1477,1
33,1538,1
33,1704,1
33,2733,3
33,2736,3
33,3100,14
33,6281,1
34,32,1
34,152,2
34,170,1
34,200,4
34,550,1
34,1069,1
34,1609,1
35,22,5
35,26,1
35,29,2
35,33,350
35,59,3
35,76,1
35,109,6
35,186,1
35,271,16
35,623,1
35,699,6
35,730,1
35,1343,1
35,1671,1
35,1904,5
35,2404,2
35,2961,13
35,3425,40
35,4056,1
35,4595,4
35,4642,1
35,5438,1
35,6066,1
35,6831,1
35,6938,1
35,7647,3
35,8921,1
36,5,2
36,18,1
36,19,1
36,26,1
36,31,2
36,34,1
36,37,2
36,50,2
36,53,1
36,69,5
36,89,1
36,99,11
36,104,1
36,107,1
36,112,3
36,134,2
36,135,2
36,148,1
36,170,1
36,244,3
36,265,2
36,394,8
36,418,4
36,456,1
36,487,1
36,531,1
36,684,1
36,726,2
36,897,1
36,1286,1
36,1697,2
36,1743,1
36,2431,2
36,2494,1
36,2618,1
36,2911,1
36,3075,1
36,3157,1
36,3715,2
36,3950,1
36,4366,2
36,4422,1
36,4603,1
36,5372,1
36,6590,1
36,6643,2
36,6670,4
36,6706,1
36,6933,1
36,7185,1
36,7243,1
36,7255,1
36,7375,1
37,35,2995
37,102,1020
37,381,16
37,9330,4
38,5,1
38,22,1
38,35,2
38,36,2
38,99,2
38,152,1
38,265,1
38,332,1
38,438,1
38,499,1
38,1209,1
38,5531,1
38,5916,1
38,6851,4
38,7081,1
38,7184,3
38,7269,1
38,9133,4
39,3,1
39,29,1
39,32,7
39,37,2
39,69,2
39,99,1
39,102,2
39,152,1
39,171,1
39,309,1
39,384,2
39,514,1
39,640,2
39,886,1
39,1115,6
39,2122,1
39,2491,1
40,38,1
40,244,1
40,274,1
40,484,1
40,1028,1
40,1297,1
40,1477,1
40,2240,6
40,2374,1
40,2705,1
40,3966,1
40,4080,2
40,4916,2
40,4976,1
40,5161,1
40,5477,1
40,5796,1
41,23,1
41,39,1
41,799,1
41,2961,5
42,19,1
42,22,1
42,29,1
42,69,1
42,99,1
42,102,4
42,134,1
42,170,2
42,266,1
42,271,1
42,379,2
42,448,1
42,1924,1
42,3665,1
42,4795,1
43,35,166
44,19,1
44,40,3
44,244,1
44,291,1
44,365,1
44,368,1
44,415,1
44,819,1
44,1509,1
44,8415,1
45,41,1
45,524,1
45,540,1
45,747,1
45,1276,1
46,22,1
46,26,1
46,31,1
46,41,1
46,112,1
46,540,1
46,942,1
46,2606,1
46,6606,1
46,6911,1
47,37,1
47,42,1
47,244,1
47,603,1
47,614,1
47,908,1
47,1005,1
47,1328,1
47,7425,1
48,19,1
48,37,10
48,178,4
48,3507,1
48,6756,2
48,7148,3
49,22,1
49,31,1
49,56,1
49,4094,1
49,4571,1
50,31,18
50,43,32
50,62,4
50,166,1
50,170,1
50,296,1
50,394,1
50,532,8
50,555,1
50,827,33
50,4283,4
50,4478,1
51,22,3
51,31,1
51,44,1
52,2,8
52,26,4
52,45,1
52,53,11
52,133,7
52,134,1
52,166,4
52,265,9
52,364,1
52,374,1
52,514,2
52,591,1
52,780,1
52,830,1
52,834,2
52,1037,1
52,1196,1
52,1295,5
52,1297,1
52,1576,1
52,1745,1
52,2112,1
52,2266,1
52,2542,2
52,2606,2
52,2644,1
52,2692,10
52,2728,2
52,2741,1
52,2798,2
52,2851,1
52,3281,2
52,3440,1
52,3603,1
52,3655,8
52,3663,1
52,4017,35
52,4207,1
52,4270,1
52,4532,1
52,4542,2
52,4577,2
52,4779,2
52,4790,21
52,4973,3
52,4984,1
52,5459,4
52,6177,1
52,6848,1
52,6968,1
52,6994,2
52,7013,1
52,7437,2
52,7862,1
52,8073,1
52,8465,2
52,8592,5
52,8696,2
52,8911,1
52,9111,5
52,9542,9
52,9586,6
52,9708,1
52,10047,4
52,10059,3
52,10226,3
52,10342,1
52,10358,3
52,10670,2
52,10680,1
52,10751,2
52,10952,4
52,10980,12
52,11009,1
53,37,1
53,46,12
53,380,1
53,1334,1
53,1853,1
53,1921,1
53,3246,1
54,22,1
54,47,1
54,283,1
54,642,1
54,893,1
54,1297,1
54,1813,1
55,48,10
55,89,2
55,129,2
55,136,1
55,273,2
55,309,1
55,629,1
55,747,3
55,806,1
55,823,1
55,1099,1
55,1195,2
55,1801,1
55,2406,1
55,6312,1
55,7364,1
56,2,1
56,37,1
56,49,22
56,69,2
56,102,2
56,106,1
56,112,2
56,208,3
56,240,1
56,244,8
56,380,3
56,388,1
56,417,104
56,457,93
56,461,3
56,486,1
56,594,7
56,605,1
56,623,2
56,905,2
56,962,26
56,1085,1
56,1143,1
56,1151,3
56,1231,2
56,1284,1
56,1337,3
56,1350,1
56,1594,2
56,1703,1
56,1706,1
56,1780,1
56,1817,1
56,1897,1
56,1910,4
56,1958,1
56,2119,1
56,2147,3
56,2231,3
56,2237,1
56,2628,1
56,3049,1
56,3128,5
56,3291,1
56,3325,1
56,3343,1
56,3471,1
56,3808,1
56,3981,1
56,4349,4
56,5091,4
56,5185,1
56,5558,1
56,6305,8
56,6453,1
56,6820,1
56,7410,1
56,7924,1
56,8730,1
56,9015,2
57,5,1
57,50,2
57,58,1
57,152,1
57,178,1
57,656,1
58,51,1
58,271,1
58,1005,3
59,3,1
59,22,2
59,50,1
59,53,2
59,69,5
59,102,8
59,200,2
59,278,1
